ROI,tile,patch,timestep,S1
ROIs1868,119,292,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_292.tif
ROIs1868,119,293,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_293.tif
ROIs1868,119,294,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_294.tif
ROIs1868,119,295,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_295.tif
ROIs1868,119,296,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_296.tif
ROIs1868,119,297,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_297.tif
ROIs1868,119,298,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_298.tif
ROIs1868,119,299,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_299.tif
ROIs1970,139,0,0,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1970/139/S1/0/s1_ROIs1970_139_ImgNo_0_2018-01-10_patch_0.tif
ROIs1970,139,0,1,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1970/139/S1/1/s1_ROIs1970_139_ImgNo_1_2018-01-22_patch_0.tif
ROIs1970,139,0,2,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1970/139/S1/2/s1_ROIs1970_139_ImgNo_2_2018-02-03_patch_0.tif
ROIs1970,139,0,3,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1970/139/S1/3/s1_ROIs1970_139_ImgNo_3_2018-02-15_patch_0.tif
ROIs1970,139,0,4,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1970/139/S1/4/s1_ROIs1970_139_ImgNo_4_2018-02-27_patch_0.tif
ROIs1970,139,0,5,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1970/139/S1/5/s1_ROIs1970_139_ImgNo_5_2018-03-11_patch_0.tif
ROIs1970,139,0,6,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1970/139/S1/6/s1_ROIs1970_139_ImgNo_6_2018-03-23_patch_0.tif
ROIs1970,139,0,7,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1970/139/S1/7/s1_ROIs1970_139_ImgNo_7_2018-04-04_patch_0.tif
ROIs1970,139,0,8,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1970/139/S1/8/s1_ROIs1970_139_ImgNo_8_2018-04-16_patch_0.tif
ROIs1970,139,0,9,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1970/139/S1/9/s1_ROIs1970_139_ImgNo_9_2018-04-28_patch_0.tif
ROIs1970,139,0,10,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1970/139/S1/10/s1_ROIs1970_139_ImgNo_10_2018-05-10_patch_0.tif
ROIs1970,139,0,11,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1970/139/S1/11/s1_ROIs1970_139_ImgNo_11_2018-05-22_patch_0.tif
ROIs1970,139,0,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1970/139/S1/12/s1_ROIs1970_139_ImgNo_12_2018-06-03_patch_0.tif
ROIs1970,139,0,13,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1970/139/S1/13/s1_ROIs1970_139_ImgNo_13_2018-06-15_patch_0.tif
ROIs1970,139,0,14,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1970/139/S1/14/s1_ROIs1970_139_ImgNo_14_2018-06-27_patch_0.tif
ROIs1970,139,0,15,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1970/139/S1/15/s1_ROIs1970_139_ImgNo_15_2018-07-09_patch_0.tif
ROIs1970,139,0,16,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1970/139/S1/16/s1_ROIs1970_139_ImgNo_16_2018-07-21_patch_0.tif
ROIs1970,139,0,17,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1970/139/S1/17/s1_ROIs1970_139_ImgNo_17_2018-08-02_patch_0.tif
ROIs1970,139,0,18,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1970/139/S1/18/s1_ROIs1970_139_ImgNo_18_2018-08-14_patch_0.tif
ROIs1970,139,0,19,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1970/139/S1/19/s1_ROIs1970_139_ImgNo_19_2018-08-26_patch_0.tif
ROIs1970,139,0,20,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1970/139/S1/20/s1_ROIs1970_139_ImgNo_20_2018-09-07_patch_0.tif
ROIs1970,139,0,21,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1970/139/S1/21/s1_ROIs1970_139_ImgNo_21_2018-09-19_patch_0.tif
ROIs1970,139,0,22,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1970/139/S1/22/s1_ROIs1970_139_ImgNo_22_2018-10-01_patch_0.tif
ROIs1970,139,0,23,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1970/139/S1/23/s1_ROIs1970_139_ImgNo_23_2018-10-13_patch_0.tif
ROIs1970,139,0,24,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1970/139/S1/24/s1_ROIs1970_139_ImgNo_24_2018-10-25_patch_0.tif
ROIs1970,139,0,25,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1970/139/S1/25/s1_ROIs1970_139_ImgNo_25_2018-11-06_patch_0.tif
ROIs1970,139,0,26,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1970/139/S1/26/s1_ROIs1970_139_ImgNo_26_2018-11-18_patch_0.tif
ROIs1970,139,0,27,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1970/139/S1/27/s1_ROIs1970_139_ImgNo_27_2018-11-30_patch_0.tif
ROIs1970,139,0,28,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1970/139/S1/28/s1_ROIs1970_139_ImgNo_28_2018-12-12_patch_0.tif
ROIs1970,139,0,29,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1970/139/S1/29/s1_ROIs1970_139_ImgNo_29_2018-12-24_patch_0.tif
