ROI,tile,patch,timestep,S2,S2CLOUDMAP
ROIs1868,121,183,4,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/4/s2_ROIs1868_121_ImgNo_4_2018-02-25_patch_183.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/4/s2cloudmap_ROIs1868_121_ImgNo_4_2018-02-25_patch_183.tif
ROIs1868,121,186,26,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/26/s2_ROIs1868_121_ImgNo_26_2018-11-17_patch_186.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/26/s2cloudmap_ROIs1868_121_ImgNo_26_2018-11-17_patch_186.tif
ROIs1868,121,187,21,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/21/s2_ROIs1868_121_ImgNo_21_2018-09-18_patch_187.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/21/s2cloudmap_ROIs1868_121_ImgNo_21_2018-09-18_patch_187.tif
ROIs1868,121,192,4,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/4/s2_ROIs1868_121_ImgNo_4_2018-02-25_patch_192.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/4/s2cloudmap_ROIs1868_121_ImgNo_4_2018-02-25_patch_192.tif
ROIs1868,121,193,4,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/4/s2_ROIs1868_121_ImgNo_4_2018-02-25_patch_193.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/4/s2cloudmap_ROIs1868_121_ImgNo_4_2018-02-25_patch_193.tif
ROIs1868,121,193,21,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/21/s2_ROIs1868_121_ImgNo_21_2018-09-18_patch_193.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/21/s2cloudmap_ROIs1868_121_ImgNo_21_2018-09-18_patch_193.tif
ROIs1868,121,194,26,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/26/s2_ROIs1868_121_ImgNo_26_2018-11-17_patch_194.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/26/s2cloudmap_ROIs1868_121_ImgNo_26_2018-11-17_patch_194.tif
ROIs1868,121,196,4,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/4/s2_ROIs1868_121_ImgNo_4_2018-02-25_patch_196.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/4/s2cloudmap_ROIs1868_121_ImgNo_4_2018-02-25_patch_196.tif
ROIs1868,121,199,4,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/4/s2_ROIs1868_121_ImgNo_4_2018-02-25_patch_199.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/4/s2cloudmap_ROIs1868_121_ImgNo_4_2018-02-25_patch_199.tif
ROIs1868,121,201,15,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/15/s2_ROIs1868_121_ImgNo_15_2018-07-05_patch_201.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/15/s2cloudmap_ROIs1868_121_ImgNo_15_2018-07-05_patch_201.tif
ROIs1868,121,208,26,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/26/s2_ROIs1868_121_ImgNo_26_2018-11-17_patch_208.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/26/s2cloudmap_ROIs1868_121_ImgNo_26_2018-11-17_patch_208.tif
ROIs1868,121,210,25,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/25/s2_ROIs1868_121_ImgNo_25_2018-11-02_patch_210.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/25/s2cloudmap_ROIs1868_121_ImgNo_25_2018-11-02_patch_210.tif
ROIs1868,121,224,4,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/4/s2_ROIs1868_121_ImgNo_4_2018-02-25_patch_224.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/4/s2cloudmap_ROIs1868_121_ImgNo_4_2018-02-25_patch_224.tif
ROIs1868,121,225,3,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/3/s2_ROIs1868_121_ImgNo_3_2018-02-10_patch_225.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/3/s2cloudmap_ROIs1868_121_ImgNo_3_2018-02-10_patch_225.tif
ROIs1868,121,234,26,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/26/s2_ROIs1868_121_ImgNo_26_2018-11-17_patch_234.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/26/s2cloudmap_ROIs1868_121_ImgNo_26_2018-11-17_patch_234.tif
ROIs1868,121,235,26,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/26/s2_ROIs1868_121_ImgNo_26_2018-11-17_patch_235.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/26/s2cloudmap_ROIs1868_121_ImgNo_26_2018-11-17_patch_235.tif
ROIs1868,121,239,26,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/26/s2_ROIs1868_121_ImgNo_26_2018-11-17_patch_239.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/26/s2cloudmap_ROIs1868_121_ImgNo_26_2018-11-17_patch_239.tif
ROIs1868,121,244,4,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/4/s2_ROIs1868_121_ImgNo_4_2018-02-25_patch_244.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/4/s2cloudmap_ROIs1868_121_ImgNo_4_2018-02-25_patch_244.tif
ROIs1868,121,245,3,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/3/s2_ROIs1868_121_ImgNo_3_2018-02-10_patch_245.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/3/s2cloudmap_ROIs1868_121_ImgNo_3_2018-02-10_patch_245.tif
ROIs1868,121,245,4,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/4/s2_ROIs1868_121_ImgNo_4_2018-02-25_patch_245.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/4/s2cloudmap_ROIs1868_121_ImgNo_4_2018-02-25_patch_245.tif
ROIs1868,121,246,3,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/3/s2_ROIs1868_121_ImgNo_3_2018-02-10_patch_246.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/3/s2cloudmap_ROIs1868_121_ImgNo_3_2018-02-10_patch_246.tif
ROIs1868,121,251,25,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/25/s2_ROIs1868_121_ImgNo_25_2018-11-02_patch_251.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/25/s2cloudmap_ROIs1868_121_ImgNo_25_2018-11-02_patch_251.tif
ROIs1868,121,258,25,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/25/s2_ROIs1868_121_ImgNo_25_2018-11-02_patch_258.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/25/s2cloudmap_ROIs1868_121_ImgNo_25_2018-11-02_patch_258.tif
ROIs1868,121,259,3,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/3/s2_ROIs1868_121_ImgNo_3_2018-02-10_patch_259.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/3/s2cloudmap_ROIs1868_121_ImgNo_3_2018-02-10_patch_259.tif
ROIs1868,121,261,4,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/4/s2_ROIs1868_121_ImgNo_4_2018-02-25_patch_261.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/4/s2cloudmap_ROIs1868_121_ImgNo_4_2018-02-25_patch_261.tif
ROIs1868,121,261,21,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/21/s2_ROIs1868_121_ImgNo_21_2018-09-18_patch_261.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/21/s2cloudmap_ROIs1868_121_ImgNo_21_2018-09-18_patch_261.tif
ROIs1868,121,261,26,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/26/s2_ROIs1868_121_ImgNo_26_2018-11-17_patch_261.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/26/s2cloudmap_ROIs1868_121_ImgNo_26_2018-11-17_patch_261.tif
ROIs1868,121,261,29,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/29/s2_ROIs1868_121_ImgNo_29_2018-12-22_patch_261.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/29/s2cloudmap_ROIs1868_121_ImgNo_29_2018-12-22_patch_261.tif
ROIs1868,121,262,26,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/26/s2_ROIs1868_121_ImgNo_26_2018-11-17_patch_262.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/26/s2cloudmap_ROIs1868_121_ImgNo_26_2018-11-17_patch_262.tif
ROIs1868,121,265,4,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/4/s2_ROIs1868_121_ImgNo_4_2018-02-25_patch_265.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/4/s2cloudmap_ROIs1868_121_ImgNo_4_2018-02-25_patch_265.tif
ROIs1868,121,275,26,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/26/s2_ROIs1868_121_ImgNo_26_2018-11-17_patch_275.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/26/s2cloudmap_ROIs1868_121_ImgNo_26_2018-11-17_patch_275.tif
ROIs1868,121,276,26,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/26/s2_ROIs1868_121_ImgNo_26_2018-11-17_patch_276.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/26/s2cloudmap_ROIs1868_121_ImgNo_26_2018-11-17_patch_276.tif
ROIs1868,121,277,3,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/3/s2_ROIs1868_121_ImgNo_3_2018-02-10_patch_277.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/3/s2cloudmap_ROIs1868_121_ImgNo_3_2018-02-10_patch_277.tif
ROIs1868,121,277,4,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/4/s2_ROIs1868_121_ImgNo_4_2018-02-25_patch_277.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/4/s2cloudmap_ROIs1868_121_ImgNo_4_2018-02-25_patch_277.tif
ROIs1868,121,282,26,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/26/s2_ROIs1868_121_ImgNo_26_2018-11-17_patch_282.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/26/s2cloudmap_ROIs1868_121_ImgNo_26_2018-11-17_patch_282.tif
ROIs1868,121,284,4,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/4/s2_ROIs1868_121_ImgNo_4_2018-02-25_patch_284.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/4/s2cloudmap_ROIs1868_121_ImgNo_4_2018-02-25_patch_284.tif
ROIs1868,121,298,26,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/26/s2_ROIs1868_121_ImgNo_26_2018-11-17_patch_298.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/26/s2cloudmap_ROIs1868_121_ImgNo_26_2018-11-17_patch_298.tif
ROIs1868,121,304,9,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/9/s2_ROIs1868_121_ImgNo_9_2018-04-26_patch_304.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/9/s2cloudmap_ROIs1868_121_ImgNo_9_2018-04-26_patch_304.tif
ROIs1868,121,307,4,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/4/s2_ROIs1868_121_ImgNo_4_2018-02-25_patch_307.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/4/s2cloudmap_ROIs1868_121_ImgNo_4_2018-02-25_patch_307.tif
ROIs1868,121,307,26,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/26/s2_ROIs1868_121_ImgNo_26_2018-11-17_patch_307.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/26/s2cloudmap_ROIs1868_121_ImgNo_26_2018-11-17_patch_307.tif
ROIs1868,121,308,26,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/26/s2_ROIs1868_121_ImgNo_26_2018-11-17_patch_308.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/26/s2cloudmap_ROIs1868_121_ImgNo_26_2018-11-17_patch_308.tif
ROIs1868,121,313,4,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/4/s2_ROIs1868_121_ImgNo_4_2018-02-25_patch_313.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/4/s2cloudmap_ROIs1868_121_ImgNo_4_2018-02-25_patch_313.tif
ROIs1868,121,315,26,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/26/s2_ROIs1868_121_ImgNo_26_2018-11-17_patch_315.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/26/s2cloudmap_ROIs1868_121_ImgNo_26_2018-11-17_patch_315.tif
ROIs1868,121,323,26,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/26/s2_ROIs1868_121_ImgNo_26_2018-11-17_patch_323.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/26/s2cloudmap_ROIs1868_121_ImgNo_26_2018-11-17_patch_323.tif
ROIs1868,121,333,3,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/3/s2_ROIs1868_121_ImgNo_3_2018-02-10_patch_333.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/3/s2cloudmap_ROIs1868_121_ImgNo_3_2018-02-10_patch_333.tif
ROIs1868,121,333,26,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/26/s2_ROIs1868_121_ImgNo_26_2018-11-17_patch_333.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/26/s2cloudmap_ROIs1868_121_ImgNo_26_2018-11-17_patch_333.tif
ROIs1868,121,334,25,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/25/s2_ROIs1868_121_ImgNo_25_2018-11-02_patch_334.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/25/s2cloudmap_ROIs1868_121_ImgNo_25_2018-11-02_patch_334.tif
ROIs1868,121,338,4,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/4/s2_ROIs1868_121_ImgNo_4_2018-02-25_patch_338.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/4/s2cloudmap_ROIs1868_121_ImgNo_4_2018-02-25_patch_338.tif
ROIs1868,121,338,26,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/26/s2_ROIs1868_121_ImgNo_26_2018-11-17_patch_338.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/26/s2cloudmap_ROIs1868_121_ImgNo_26_2018-11-17_patch_338.tif
ROIs1868,121,339,25,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/25/s2_ROIs1868_121_ImgNo_25_2018-11-02_patch_339.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/25/s2cloudmap_ROIs1868_121_ImgNo_25_2018-11-02_patch_339.tif
ROIs1868,121,339,26,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/26/s2_ROIs1868_121_ImgNo_26_2018-11-17_patch_339.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/26/s2cloudmap_ROIs1868_121_ImgNo_26_2018-11-17_patch_339.tif
ROIs1868,121,345,25,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/25/s2_ROIs1868_121_ImgNo_25_2018-11-02_patch_345.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/25/s2cloudmap_ROIs1868_121_ImgNo_25_2018-11-02_patch_345.tif
ROIs1868,121,350,26,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/26/s2_ROIs1868_121_ImgNo_26_2018-11-17_patch_350.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/26/s2cloudmap_ROIs1868_121_ImgNo_26_2018-11-17_patch_350.tif
ROIs1868,121,352,26,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/26/s2_ROIs1868_121_ImgNo_26_2018-11-17_patch_352.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/26/s2cloudmap_ROIs1868_121_ImgNo_26_2018-11-17_patch_352.tif
ROIs1868,121,355,26,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/26/s2_ROIs1868_121_ImgNo_26_2018-11-17_patch_355.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/26/s2cloudmap_ROIs1868_121_ImgNo_26_2018-11-17_patch_355.tif
ROIs1868,121,356,4,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/4/s2_ROIs1868_121_ImgNo_4_2018-02-25_patch_356.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/4/s2cloudmap_ROIs1868_121_ImgNo_4_2018-02-25_patch_356.tif
ROIs1868,121,356,26,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/26/s2_ROIs1868_121_ImgNo_26_2018-11-17_patch_356.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/26/s2cloudmap_ROIs1868_121_ImgNo_26_2018-11-17_patch_356.tif
ROIs1868,121,357,21,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/21/s2_ROIs1868_121_ImgNo_21_2018-09-18_patch_357.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/21/s2cloudmap_ROIs1868_121_ImgNo_21_2018-09-18_patch_357.tif
ROIs1868,121,359,21,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/21/s2_ROIs1868_121_ImgNo_21_2018-09-18_patch_359.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/21/s2cloudmap_ROIs1868_121_ImgNo_21_2018-09-18_patch_359.tif
ROIs1868,126,56,24,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/126/S2/24/s2_ROIs1868_126_ImgNo_24_2018-10-20_patch_56.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/126/S2CLOUDMAP/24/s2cloudmap_ROIs1868_126_ImgNo_24_2018-10-20_patch_56.tif
ROIs1868,126,92,25,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/126/S2/25/s2_ROIs1868_126_ImgNo_25_2018-11-04_patch_92.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/126/S2CLOUDMAP/25/s2cloudmap_ROIs1868_126_ImgNo_25_2018-11-04_patch_92.tif
ROIs1868,126,97,26,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/126/S2/26/s2_ROIs1868_126_ImgNo_26_2018-11-14_patch_97.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/126/S2CLOUDMAP/26/s2cloudmap_ROIs1868_126_ImgNo_26_2018-11-14_patch_97.tif
