ROI,tile,patch,timestep,0
ROIsAzuaga,42,93,14,True
ROIsAzuaga,42,93,16,True
ROIsAzuaga,42,93,17,True
ROIsAzuaga,42,93,18,True
ROIsAzuaga,42,93,20,True
ROIsAzuaga,42,93,21,True
ROIsAzuaga,42,93,22,True
ROIsAzuaga,42,93,25,True
ROIsAzuaga,42,93,26,True
ROIsAzuaga,42,93,27,True
ROIsAzuaga,42,94,6,True
ROIsAzuaga,42,94,8,True
ROIsAzuaga,42,94,9,True
ROIsAzuaga,42,94,10,True
ROIsAzuaga,42,94,12,True
ROIsAzuaga,42,94,13,True
ROIsAzuaga,42,94,14,True
ROIsAzuaga,42,94,16,True
ROIsAzuaga,42,94,17,True
ROIsAzuaga,42,94,18,True
ROIsAzuaga,42,94,20,True
ROIsAzuaga,42,94,21,True
ROIsAzuaga,42,94,22,True
ROIsAzuaga,42,94,25,True
ROIsAzuaga,42,94,26,True
ROIsAzuaga,42,94,29,True
ROIsAzuaga,42,95,6,True
ROIsAzuaga,42,95,7,True
ROIsAzuaga,42,95,8,True
ROIsAzuaga,42,95,9,True
ROIsAzuaga,42,95,10,True
ROIsAzuaga,42,95,12,True
ROIsAzuaga,42,95,13,True
ROIsAzuaga,42,95,14,True
ROIsAzuaga,42,95,16,True
ROIsAzuaga,42,95,17,True
ROIsAzuaga,42,95,18,True
ROIsAzuaga,42,95,20,True
ROIsAzuaga,42,95,21,True
ROIsAzuaga,42,95,22,True
ROIsAzuaga,42,95,25,True
ROIsAzuaga,42,95,26,True
ROIsAzuaga,42,95,27,True
ROIsAzuaga,42,95,29,True
ROIsAzuaga,42,96,6,True
ROIsAzuaga,42,96,7,True
ROIsAzuaga,42,96,8,True
ROIsAzuaga,42,96,9,True
ROIsAzuaga,42,96,10,True
ROIsAzuaga,42,96,12,True
ROIsAzuaga,42,96,13,True
ROIsAzuaga,42,96,14,True
ROIsAzuaga,42,96,16,True
ROIsAzuaga,42,96,17,True
ROIsAzuaga,42,96,18,True
ROIsAzuaga,42,96,20,True
ROIsAzuaga,42,96,21,True
ROIsAzuaga,42,96,22,True
ROIsAzuaga,42,96,25,True
ROIsAzuaga,42,96,26,True
ROIsAzuaga,42,96,27,True
ROIsAzuaga,42,96,29,True
ROIsAzuaga,42,97,6,True
ROIsAzuaga,42,97,7,True
ROIsAzuaga,42,97,9,True
ROIsAzuaga,42,97,10,True
ROIsAzuaga,42,97,12,True
ROIsAzuaga,42,97,13,True
ROIsAzuaga,42,97,14,True
ROIsAzuaga,42,97,16,True
ROIsAzuaga,42,97,17,True
ROIsAzuaga,42,97,18,True
ROIsAzuaga,42,97,20,True
ROIsAzuaga,42,97,21,True
ROIsAzuaga,42,97,22,True
ROIsAzuaga,42,97,25,True
ROIsAzuaga,42,97,26,True
ROIsAzuaga,42,97,27,True
ROIsAzuaga,42,97,29,True
ROIsAzuaga,42,98,6,True
ROIsAzuaga,42,98,8,True
ROIsAzuaga,42,98,9,True
ROIsAzuaga,42,98,10,True
ROIsAzuaga,42,98,12,True
ROIsAzuaga,42,98,13,True
ROIsAzuaga,42,98,14,True
ROIsAzuaga,42,98,16,True
ROIsAzuaga,42,98,17,True
ROIsAzuaga,42,98,18,True
ROIsAzuaga,42,98,20,True
ROIsAzuaga,42,98,21,True
ROIsAzuaga,42,98,22,True
ROIsAzuaga,42,98,25,True
ROIsAzuaga,42,98,26,True
ROIsAzuaga,42,98,27,True
ROIsAzuaga,42,98,29,True
ROIsAzuaga,42,99,6,True
ROIsAzuaga,42,99,8,True
ROIsAzuaga,42,99,9,True
ROIsAzuaga,42,99,10,True
ROIsAzuaga,42,99,12,True
ROIsAzuaga,42,99,13,True
ROIsAzuaga,42,99,14,True
ROIsAzuaga,42,99,16,True
ROIsAzuaga,42,99,17,True
ROIsAzuaga,42,99,18,True
ROIsAzuaga,42,99,20,True
ROIsAzuaga,42,99,21,True
ROIsAzuaga,42,99,22,True
ROIsAzuaga,42,99,23,True
ROIsAzuaga,42,99,25,True
ROIsAzuaga,42,99,26,True
ROIsAzuaga,42,99,27,True
ROIsAzuaga,42,99,29,True
ROIsAzuaga,42,100,6,True
ROIsAzuaga,42,100,8,True
ROIsAzuaga,42,100,9,True
ROIsAzuaga,42,100,10,True
ROIsAzuaga,42,100,12,True
ROIsAzuaga,42,100,13,True
ROIsAzuaga,42,100,14,True
ROIsAzuaga,42,100,16,True
ROIsAzuaga,42,100,17,True
ROIsAzuaga,42,100,18,True
ROIsAzuaga,42,100,20,True
ROIsAzuaga,42,100,21,True
ROIsAzuaga,42,100,22,True
ROIsAzuaga,42,100,23,True
ROIsAzuaga,42,100,25,True
ROIsAzuaga,42,100,26,True
ROIsAzuaga,42,100,27,True
ROIsAzuaga,42,100,29,True
ROIsAzuaga,42,101,6,True
ROIsAzuaga,42,101,8,True
ROIsAzuaga,42,101,9,True
ROIsAzuaga,42,101,10,True
ROIsAzuaga,42,101,12,True
ROIsAzuaga,42,101,13,True
ROIsAzuaga,42,101,14,True
ROIsAzuaga,42,101,16,True
ROIsAzuaga,42,101,17,True
ROIsAzuaga,42,101,18,True
ROIsAzuaga,42,101,20,True
ROIsAzuaga,42,101,21,True
ROIsAzuaga,42,101,22,True
ROIsAzuaga,42,101,23,True
ROIsAzuaga,42,101,25,True
ROIsAzuaga,42,101,26,True
ROIsAzuaga,42,101,27,True
ROIsAzuaga,42,101,29,True
ROIsAzuaga,42,102,6,True
ROIsAzuaga,42,102,8,True
ROIsAzuaga,42,102,9,True
ROIsAzuaga,42,102,11,True
ROIsAzuaga,42,102,12,True
ROIsAzuaga,42,102,13,True
ROIsAzuaga,42,102,14,True
ROIsAzuaga,42,102,15,True
ROIsAzuaga,42,102,16,True
ROIsAzuaga,42,102,17,True
ROIsAzuaga,42,102,18,True
ROIsAzuaga,42,102,19,True
ROIsAzuaga,42,102,20,True
ROIsAzuaga,42,102,22,True
ROIsAzuaga,42,102,25,True
ROIsAzuaga,42,102,26,True
ROIsAzuaga,42,102,29,True
ROIsAzuaga,42,103,6,True
ROIsAzuaga,42,103,8,True
ROIsAzuaga,42,103,9,True
ROIsAzuaga,42,103,12,True
ROIsAzuaga,42,103,13,True
ROIsAzuaga,42,103,14,True
ROIsAzuaga,42,103,15,True
ROIsAzuaga,42,103,16,True
ROIsAzuaga,42,103,17,True
ROIsAzuaga,42,103,18,True
ROIsAzuaga,42,103,19,True
ROIsAzuaga,42,103,20,True
ROIsAzuaga,42,103,21,True
ROIsAzuaga,42,103,22,True
ROIsAzuaga,42,103,24,True
ROIsAzuaga,42,103,25,True
ROIsAzuaga,42,103,29,True
ROIsAzuaga,42,104,6,True
ROIsAzuaga,42,104,8,True
ROIsAzuaga,42,104,9,True
ROIsAzuaga,42,104,11,True
ROIsAzuaga,42,104,12,True
ROIsAzuaga,42,104,13,True
ROIsAzuaga,42,104,14,True
ROIsAzuaga,42,104,15,True
ROIsAzuaga,42,104,16,True
ROIsAzuaga,42,104,17,True
ROIsAzuaga,42,104,18,True
ROIsAzuaga,42,104,19,True
ROIsAzuaga,42,104,20,True
ROIsAzuaga,42,104,21,True
ROIsAzuaga,42,104,22,True
ROIsAzuaga,42,104,25,True
ROIsAzuaga,42,104,26,True
ROIsAzuaga,42,104,27,True
ROIsAzuaga,42,104,29,True
ROIsAzuaga,42,105,6,True
ROIsAzuaga,42,105,8,True
ROIsAzuaga,42,105,9,True
ROIsAzuaga,42,105,11,True
ROIsAzuaga,42,105,12,True
ROIsAzuaga,42,105,13,True
ROIsAzuaga,42,105,14,True
ROIsAzuaga,42,105,15,True
ROIsAzuaga,42,105,16,True
ROIsAzuaga,42,105,17,True
ROIsAzuaga,42,105,18,True
ROIsAzuaga,42,105,20,True
ROIsAzuaga,42,105,21,True
ROIsAzuaga,42,105,22,True
ROIsAzuaga,42,105,25,True
ROIsAzuaga,42,105,26,True
ROIsAzuaga,42,106,6,True
ROIsAzuaga,42,106,8,True
ROIsAzuaga,42,106,9,True
ROIsAzuaga,42,106,10,True
ROIsAzuaga,42,106,11,True
ROIsAzuaga,42,106,12,True
ROIsAzuaga,42,106,13,True
ROIsAzuaga,42,106,14,True
ROIsAzuaga,42,106,15,True
ROIsAzuaga,42,106,16,True
ROIsAzuaga,42,106,17,True
ROIsAzuaga,42,106,18,True
ROIsAzuaga,42,106,20,True
ROIsAzuaga,42,106,21,True
ROIsAzuaga,42,106,22,True
ROIsAzuaga,42,106,23,True
ROIsAzuaga,42,106,25,True
ROIsAzuaga,42,106,26,True
ROIsAzuaga,42,106,27,True
ROIsAzuaga,42,107,6,True
ROIsAzuaga,42,107,8,True
ROIsAzuaga,42,107,9,True
ROIsAzuaga,42,107,10,True
ROIsAzuaga,42,107,11,True
ROIsAzuaga,42,107,12,True
ROIsAzuaga,42,107,13,True
ROIsAzuaga,42,107,14,True
ROIsAzuaga,42,107,15,True
ROIsAzuaga,42,107,16,True
ROIsAzuaga,42,107,17,True
ROIsAzuaga,42,107,18,True
ROIsAzuaga,42,107,20,True
ROIsAzuaga,42,107,21,True
ROIsAzuaga,42,107,22,True
ROIsAzuaga,42,107,25,True
ROIsAzuaga,42,107,26,True
ROIsAzuaga,42,108,6,True
ROIsAzuaga,42,108,8,True
ROIsAzuaga,42,108,9,True
ROIsAzuaga,42,108,10,True
ROIsAzuaga,42,108,12,True
ROIsAzuaga,42,108,13,True
ROIsAzuaga,42,108,14,True
ROIsAzuaga,42,108,15,True
ROIsAzuaga,42,108,16,True
ROIsAzuaga,42,108,17,True
ROIsAzuaga,42,108,18,True
ROIsAzuaga,42,108,20,True
ROIsAzuaga,42,108,21,True
ROIsAzuaga,42,108,22,True
ROIsAzuaga,42,108,25,True
ROIsAzuaga,42,108,26,True
ROIsAzuaga,42,108,27,True
ROIsAzuaga,42,109,6,True
ROIsAzuaga,42,109,9,True
ROIsAzuaga,42,109,10,True
ROIsAzuaga,42,109,12,True
ROIsAzuaga,42,109,13,True
ROIsAzuaga,42,109,14,True
ROIsAzuaga,42,109,15,True
ROIsAzuaga,42,109,16,True
ROIsAzuaga,42,109,17,True
ROIsAzuaga,42,109,18,True
ROIsAzuaga,42,109,20,True
ROIsAzuaga,42,109,21,True
ROIsAzuaga,42,109,22,True
ROIsAzuaga,42,109,25,True
ROIsAzuaga,42,109,26,True
ROIsAzuaga,42,110,6,True
ROIsAzuaga,42,110,7,True
ROIsAzuaga,42,110,8,True
ROIsAzuaga,42,110,9,True
ROIsAzuaga,42,110,10,True
ROIsAzuaga,42,110,11,True
ROIsAzuaga,42,110,12,True
ROIsAzuaga,42,110,13,True
ROIsAzuaga,42,110,14,True
ROIsAzuaga,42,110,16,True
ROIsAzuaga,42,110,17,True
ROIsAzuaga,42,110,18,True
ROIsAzuaga,42,110,20,True
ROIsAzuaga,42,110,21,True
ROIsAzuaga,42,110,22,True
ROIsAzuaga,42,110,23,True
ROIsAzuaga,42,110,25,True
ROIsAzuaga,42,110,26,True
ROIsAzuaga,42,110,29,True
ROIsAzuaga,42,111,6,True
ROIsAzuaga,42,111,9,True
ROIsAzuaga,42,111,10,True
ROIsAzuaga,42,111,12,True
ROIsAzuaga,42,111,13,True
ROIsAzuaga,42,111,14,True
ROIsAzuaga,42,111,16,True
ROIsAzuaga,42,111,17,True
ROIsAzuaga,42,111,18,True
ROIsAzuaga,42,111,20,True
ROIsAzuaga,42,111,21,True
ROIsAzuaga,42,111,22,True
ROIsAzuaga,42,111,25,True
ROIsAzuaga,42,111,26,True
ROIsAzuaga,42,111,29,True
ROIsAzuaga,42,112,6,True
ROIsAzuaga,42,112,7,True
ROIsAzuaga,42,112,8,True
ROIsAzuaga,42,112,9,True
ROIsAzuaga,42,112,10,True
ROIsAzuaga,42,112,12,True
ROIsAzuaga,42,112,13,True
ROIsAzuaga,42,112,14,True
ROIsAzuaga,42,112,16,True
ROIsAzuaga,42,112,17,True
ROIsAzuaga,42,112,18,True
ROIsAzuaga,42,112,20,True
ROIsAzuaga,42,112,21,True
ROIsAzuaga,42,112,22,True
ROIsAzuaga,42,112,25,True
ROIsAzuaga,42,112,26,True
ROIsAzuaga,42,112,27,True
ROIsAzuaga,42,112,29,True
ROIsAzuaga,42,113,6,True
ROIsAzuaga,42,113,7,True
ROIsAzuaga,42,113,8,True
ROIsAzuaga,42,113,9,True
ROIsAzuaga,42,113,10,True
ROIsAzuaga,42,113,12,True
ROIsAzuaga,42,113,14,True
ROIsAzuaga,42,113,16,True
ROIsAzuaga,42,113,17,True
ROIsAzuaga,42,113,18,True
ROIsAzuaga,42,113,20,True
ROIsAzuaga,42,113,21,True
ROIsAzuaga,42,113,22,True
ROIsAzuaga,42,113,25,True
ROIsAzuaga,42,113,26,True
ROIsAzuaga,42,113,27,True
ROIsAzuaga,42,113,29,True
ROIsAzuaga,42,114,6,True
ROIsAzuaga,42,114,7,True
ROIsAzuaga,42,114,8,True
ROIsAzuaga,42,114,9,True
ROIsAzuaga,42,114,10,True
ROIsAzuaga,42,114,12,True
ROIsAzuaga,42,114,13,True
ROIsAzuaga,42,114,14,True
ROIsAzuaga,42,114,16,True
ROIsAzuaga,42,114,17,True
ROIsAzuaga,42,114,18,True
ROIsAzuaga,42,114,20,True
ROIsAzuaga,42,114,21,True
ROIsAzuaga,42,114,22,True
ROIsAzuaga,42,114,25,True
ROIsAzuaga,42,114,26,True
ROIsAzuaga,42,114,27,True
ROIsAzuaga,42,114,29,True
ROIsAzuaga,42,115,6,True
ROIsAzuaga,42,115,8,True
ROIsAzuaga,42,115,9,True
ROIsAzuaga,42,115,10,True
ROIsAzuaga,42,115,11,True
ROIsAzuaga,42,115,12,True
ROIsAzuaga,42,115,13,True
ROIsAzuaga,42,115,14,True
ROIsAzuaga,42,115,16,True
ROIsAzuaga,42,115,17,True
ROIsAzuaga,42,115,18,True
ROIsAzuaga,42,115,20,True
ROIsAzuaga,42,115,21,True
ROIsAzuaga,42,115,22,True
ROIsAzuaga,42,115,25,True
ROIsAzuaga,42,115,26,True
ROIsAzuaga,42,115,27,True
ROIsAzuaga,42,115,29,True
ROIsAzuaga,42,116,6,True
ROIsAzuaga,42,116,8,True
ROIsAzuaga,42,116,9,True
ROIsAzuaga,42,116,10,True
ROIsAzuaga,42,116,12,True
ROIsAzuaga,42,116,13,True
ROIsAzuaga,42,116,14,True
ROIsAzuaga,42,116,16,True
ROIsAzuaga,42,116,17,True
ROIsAzuaga,42,116,18,True
ROIsAzuaga,42,116,19,True
ROIsAzuaga,42,116,20,True
ROIsAzuaga,42,116,21,True
ROIsAzuaga,42,116,22,True
ROIsAzuaga,42,116,23,True
ROIsAzuaga,42,116,25,True
ROIsAzuaga,42,116,26,True
ROIsAzuaga,42,116,27,True
ROIsAzuaga,42,116,29,True
ROIsAzuaga,42,117,6,True
ROIsAzuaga,42,117,8,True
ROIsAzuaga,42,117,9,True
ROIsAzuaga,42,117,10,True
ROIsAzuaga,42,117,12,True
ROIsAzuaga,42,117,13,True
ROIsAzuaga,42,117,14,True
ROIsAzuaga,42,117,16,True
ROIsAzuaga,42,117,17,True
ROIsAzuaga,42,117,18,True
ROIsAzuaga,42,117,20,True
ROIsAzuaga,42,117,21,True
ROIsAzuaga,42,117,22,True
ROIsAzuaga,42,117,23,True
ROIsAzuaga,42,117,25,True
ROIsAzuaga,42,117,26,True
ROIsAzuaga,42,117,27,True
ROIsAzuaga,42,117,29,True
ROIsAzuaga,42,118,6,True
ROIsAzuaga,42,118,9,True
ROIsAzuaga,42,118,10,True
ROIsAzuaga,42,118,12,True
ROIsAzuaga,42,118,13,True
ROIsAzuaga,42,118,14,True
ROIsAzuaga,42,118,16,True
ROIsAzuaga,42,118,17,True
ROIsAzuaga,42,118,18,True
ROIsAzuaga,42,118,20,True
ROIsAzuaga,42,118,21,True
ROIsAzuaga,42,118,22,True
ROIsAzuaga,42,118,25,True
ROIsAzuaga,42,118,26,True
ROIsAzuaga,42,118,27,True
ROIsAzuaga,42,118,29,True
ROIsAzuaga,42,119,6,True
ROIsAzuaga,42,119,8,True
ROIsAzuaga,42,119,9,True
ROIsAzuaga,42,119,11,True
ROIsAzuaga,42,119,12,True
ROIsAzuaga,42,119,13,True
ROIsAzuaga,42,119,14,True
ROIsAzuaga,42,119,15,True
ROIsAzuaga,42,119,16,True
ROIsAzuaga,42,119,17,True
ROIsAzuaga,42,119,18,True
ROIsAzuaga,42,119,20,True
ROIsAzuaga,42,119,22,True
ROIsAzuaga,42,119,25,True
ROIsAzuaga,42,119,26,True
ROIsAzuaga,42,119,29,True
ROIsAzuaga,42,120,6,True
ROIsAzuaga,42,120,8,True
ROIsAzuaga,42,120,9,True
ROIsAzuaga,42,120,11,True
ROIsAzuaga,42,120,12,True
ROIsAzuaga,42,120,13,True
ROIsAzuaga,42,120,14,True
ROIsAzuaga,42,120,15,True
ROIsAzuaga,42,120,16,True
ROIsAzuaga,42,120,17,True
ROIsAzuaga,42,120,18,True
ROIsAzuaga,42,120,20,True
ROIsAzuaga,42,120,21,True
ROIsAzuaga,42,120,22,True
ROIsAzuaga,42,120,25,True
ROIsAzuaga,42,120,26,True
ROIsAzuaga,42,120,27,True
ROIsAzuaga,42,120,29,True
ROIsAzuaga,42,121,6,True
ROIsAzuaga,42,121,8,True
ROIsAzuaga,42,121,9,True
ROIsAzuaga,42,121,11,True
ROIsAzuaga,42,121,12,True
ROIsAzuaga,42,121,13,True
ROIsAzuaga,42,121,14,True
ROIsAzuaga,42,121,15,True
ROIsAzuaga,42,121,16,True
ROIsAzuaga,42,121,17,True
ROIsAzuaga,42,121,18,True
ROIsAzuaga,42,121,20,True
ROIsAzuaga,42,121,21,True
ROIsAzuaga,42,121,22,True
ROIsAzuaga,42,121,23,True
ROIsAzuaga,42,121,25,True
ROIsAzuaga,42,121,26,True
ROIsAzuaga,42,121,27,True
ROIsAzuaga,42,122,6,True
ROIsAzuaga,42,122,8,True
ROIsAzuaga,42,122,9,True
ROIsAzuaga,42,122,12,True
ROIsAzuaga,42,122,13,True
ROIsAzuaga,42,122,14,True
ROIsAzuaga,42,122,15,True
ROIsAzuaga,42,122,16,True
ROIsAzuaga,42,122,17,True
ROIsAzuaga,42,122,18,True
ROIsAzuaga,42,122,20,True
ROIsAzuaga,42,122,21,True
ROIsAzuaga,42,122,22,True
ROIsAzuaga,42,122,25,True
ROIsAzuaga,42,122,26,True
ROIsAzuaga,42,122,27,True
ROIsAzuaga,42,123,6,True
ROIsAzuaga,42,123,8,True
ROIsAzuaga,42,123,9,True
ROIsAzuaga,42,123,10,True
ROIsAzuaga,42,123,11,True
ROIsAzuaga,42,123,12,True
ROIsAzuaga,42,123,13,True
ROIsAzuaga,42,123,14,True
ROIsAzuaga,42,123,15,True
ROIsAzuaga,42,123,16,True
ROIsAzuaga,42,123,17,True
ROIsAzuaga,42,123,18,True
ROIsAzuaga,42,123,20,True
ROIsAzuaga,42,123,21,True
ROIsAzuaga,42,123,22,True
ROIsAzuaga,42,123,25,True
ROIsAzuaga,42,123,26,True
ROIsAzuaga,42,123,27,True
ROIsAzuaga,42,123,29,True
ROIsAzuaga,42,124,6,True
ROIsAzuaga,42,124,8,True
ROIsAzuaga,42,124,9,True
ROIsAzuaga,42,124,10,True
ROIsAzuaga,42,124,11,True
ROIsAzuaga,42,124,12,True
ROIsAzuaga,42,124,13,True
ROIsAzuaga,42,124,14,True
ROIsAzuaga,42,124,15,True
ROIsAzuaga,42,124,16,True
ROIsAzuaga,42,124,17,True
ROIsAzuaga,42,124,18,True
ROIsAzuaga,42,124,20,True
ROIsAzuaga,42,124,21,True
ROIsAzuaga,42,124,22,True
ROIsAzuaga,42,124,25,True
ROIsAzuaga,42,124,26,True
ROIsAzuaga,42,124,27,True
ROIsAzuaga,42,125,6,True
ROIsAzuaga,42,125,8,True
ROIsAzuaga,42,125,9,True
ROIsAzuaga,42,125,10,True
ROIsAzuaga,42,125,11,True
ROIsAzuaga,42,125,12,True
ROIsAzuaga,42,125,13,True
ROIsAzuaga,42,125,14,True
ROIsAzuaga,42,125,15,True
ROIsAzuaga,42,125,16,True
ROIsAzuaga,42,125,17,True
ROIsAzuaga,42,125,18,True
ROIsAzuaga,42,125,20,True
ROIsAzuaga,42,125,21,True
ROIsAzuaga,42,125,22,True
ROIsAzuaga,42,125,25,True
ROIsAzuaga,42,125,26,True
ROIsAzuaga,42,126,6,True
ROIsAzuaga,42,126,7,True
ROIsAzuaga,42,126,8,True
ROIsAzuaga,42,126,9,True
ROIsAzuaga,42,126,10,True
ROIsAzuaga,42,126,12,True
ROIsAzuaga,42,126,13,True
ROIsAzuaga,42,126,14,True
ROIsAzuaga,42,126,15,True
ROIsAzuaga,42,126,16,True
ROIsAzuaga,42,126,17,True
ROIsAzuaga,42,126,18,True
ROIsAzuaga,42,126,20,True
ROIsAzuaga,42,126,21,True
ROIsAzuaga,42,126,22,True
ROIsAzuaga,42,126,25,True
ROIsAzuaga,42,126,26,True
ROIsAzuaga,42,127,6,True
ROIsAzuaga,42,127,8,True
ROIsAzuaga,42,127,9,True
ROIsAzuaga,42,127,10,True
ROIsAzuaga,42,127,12,True
ROIsAzuaga,42,127,13,True
ROIsAzuaga,42,127,14,True
ROIsAzuaga,42,127,16,True
ROIsAzuaga,42,127,17,True
ROIsAzuaga,42,127,18,True
ROIsAzuaga,42,127,20,True
ROIsAzuaga,42,127,21,True
ROIsAzuaga,42,127,22,True
ROIsAzuaga,42,127,25,True
ROIsAzuaga,42,127,26,True
ROIsAzuaga,42,127,27,True
ROIsAzuaga,42,127,29,True
ROIsAzuaga,42,128,6,True
ROIsAzuaga,42,128,8,True
ROIsAzuaga,42,128,9,True
ROIsAzuaga,42,128,10,True
ROIsAzuaga,42,128,12,True
ROIsAzuaga,42,128,13,True
ROIsAzuaga,42,128,14,True
ROIsAzuaga,42,128,16,True
ROIsAzuaga,42,128,17,True
ROIsAzuaga,42,128,18,True
ROIsAzuaga,42,128,19,True
ROIsAzuaga,42,128,20,True
ROIsAzuaga,42,128,21,True
ROIsAzuaga,42,128,22,True
ROIsAzuaga,42,128,25,True
ROIsAzuaga,42,128,26,True
ROIsAzuaga,42,128,29,True
ROIsAzuaga,42,129,6,True
ROIsAzuaga,42,129,7,True
ROIsAzuaga,42,129,9,True
ROIsAzuaga,42,129,10,True
ROIsAzuaga,42,129,12,True
ROIsAzuaga,42,129,13,True
ROIsAzuaga,42,129,14,True
ROIsAzuaga,42,129,16,True
ROIsAzuaga,42,129,17,True
ROIsAzuaga,42,129,18,True
ROIsAzuaga,42,129,20,True
ROIsAzuaga,42,129,21,True
ROIsAzuaga,42,129,22,True
ROIsAzuaga,42,129,25,True
ROIsAzuaga,42,129,26,True
ROIsAzuaga,42,129,29,True
ROIsAzuaga,42,130,6,True
ROIsAzuaga,42,130,8,True
ROIsAzuaga,42,130,9,True
ROIsAzuaga,42,130,10,True
ROIsAzuaga,42,130,12,True
ROIsAzuaga,42,130,13,True
ROIsAzuaga,42,130,14,True
ROIsAzuaga,42,130,16,True
ROIsAzuaga,42,130,17,True
ROIsAzuaga,42,130,18,True
ROIsAzuaga,42,130,20,True
ROIsAzuaga,42,130,21,True
ROIsAzuaga,42,130,22,True
ROIsAzuaga,42,130,25,True
ROIsAzuaga,42,130,26,True
ROIsAzuaga,42,130,27,True
ROIsAzuaga,42,130,29,True
ROIsAzuaga,42,131,6,True
ROIsAzuaga,42,131,9,True
ROIsAzuaga,42,131,10,True
ROIsAzuaga,42,131,12,True
ROIsAzuaga,42,131,13,True
ROIsAzuaga,42,131,14,True
ROIsAzuaga,42,131,16,True
ROIsAzuaga,42,131,17,True
ROIsAzuaga,42,131,18,True
ROIsAzuaga,42,131,19,True
ROIsAzuaga,42,131,20,True
ROIsAzuaga,42,131,22,True
ROIsAzuaga,42,131,25,True
ROIsAzuaga,42,131,26,True
ROIsAzuaga,42,131,27,True
ROIsAzuaga,42,131,29,True
ROIsAzuaga,42,132,6,True
ROIsAzuaga,42,132,8,True
ROIsAzuaga,42,132,9,True
ROIsAzuaga,42,132,10,True
ROIsAzuaga,42,132,12,True
ROIsAzuaga,42,132,13,True
ROIsAzuaga,42,132,14,True
ROIsAzuaga,42,132,16,True
ROIsAzuaga,42,132,17,True
ROIsAzuaga,42,132,18,True
ROIsAzuaga,42,132,20,True
ROIsAzuaga,42,132,21,True
ROIsAzuaga,42,132,22,True
ROIsAzuaga,42,132,25,True
ROIsAzuaga,42,132,26,True
ROIsAzuaga,42,132,27,True
ROIsAzuaga,42,133,6,True
ROIsAzuaga,42,133,9,True
ROIsAzuaga,42,133,10,True
ROIsAzuaga,42,133,12,True
ROIsAzuaga,42,133,13,True
ROIsAzuaga,42,133,14,True
ROIsAzuaga,42,133,16,True
ROIsAzuaga,42,133,17,True
ROIsAzuaga,42,133,18,True
ROIsAzuaga,42,133,19,True
ROIsAzuaga,42,133,20,True
ROIsAzuaga,42,133,21,True
ROIsAzuaga,42,133,22,True
ROIsAzuaga,42,133,25,True
ROIsAzuaga,42,133,26,True
ROIsAzuaga,42,133,27,True
ROIsAzuaga,42,134,6,True
ROIsAzuaga,42,134,8,True
ROIsAzuaga,42,134,9,True
ROIsAzuaga,42,134,10,True
ROIsAzuaga,42,134,12,True
ROIsAzuaga,42,134,13,True
ROIsAzuaga,42,134,14,True
ROIsAzuaga,42,134,16,True
ROIsAzuaga,42,134,17,True
ROIsAzuaga,42,134,18,True
ROIsAzuaga,42,134,19,True
ROIsAzuaga,42,134,20,True
ROIsAzuaga,42,134,21,True
ROIsAzuaga,42,134,22,True
ROIsAzuaga,42,134,23,True
ROIsAzuaga,42,134,25,True
ROIsAzuaga,42,134,26,True
ROIsAzuaga,42,134,27,True
ROIsAzuaga,42,134,29,True
ROIsAzuaga,42,135,6,True
ROIsAzuaga,42,135,8,True
ROIsAzuaga,42,135,9,True
ROIsAzuaga,42,135,10,True
ROIsAzuaga,42,135,12,True
ROIsAzuaga,42,135,13,True
ROIsAzuaga,42,135,14,True
ROIsAzuaga,42,135,16,True
ROIsAzuaga,42,135,17,True
ROIsAzuaga,42,135,18,True
ROIsAzuaga,42,135,19,True
ROIsAzuaga,42,135,20,True
ROIsAzuaga,42,135,21,True
ROIsAzuaga,42,135,22,True
ROIsAzuaga,42,135,25,True
ROIsAzuaga,42,135,26,True
ROIsAzuaga,42,135,27,True
ROIsAzuaga,42,135,29,True
ROIsAzuaga,42,136,6,True
ROIsAzuaga,42,136,8,True
ROIsAzuaga,42,136,9,True
ROIsAzuaga,42,136,10,True
ROIsAzuaga,42,136,11,True
ROIsAzuaga,42,136,12,True
ROIsAzuaga,42,136,13,True
ROIsAzuaga,42,136,14,True
ROIsAzuaga,42,136,15,True
ROIsAzuaga,42,136,16,True
ROIsAzuaga,42,136,17,True
ROIsAzuaga,42,136,18,True
ROIsAzuaga,42,136,20,True
ROIsAzuaga,42,136,21,True
ROIsAzuaga,42,136,22,True
ROIsAzuaga,42,136,25,True
ROIsAzuaga,42,136,26,True
ROIsAzuaga,42,136,27,True
ROIsAzuaga,42,136,29,True
ROIsAzuaga,42,137,6,True
ROIsAzuaga,42,137,8,True
ROIsAzuaga,42,137,9,True
ROIsAzuaga,42,137,11,True
ROIsAzuaga,42,137,12,True
ROIsAzuaga,42,137,13,True
ROIsAzuaga,42,137,14,True
ROIsAzuaga,42,137,15,True
ROIsAzuaga,42,137,16,True
ROIsAzuaga,42,137,17,True
ROIsAzuaga,42,137,18,True
ROIsAzuaga,42,137,20,True
ROIsAzuaga,42,137,21,True
ROIsAzuaga,42,137,22,True
ROIsAzuaga,42,137,23,True
ROIsAzuaga,42,137,25,True
ROIsAzuaga,42,137,27,True
ROIsAzuaga,42,137,29,True
ROIsAzuaga,42,138,6,True
ROIsAzuaga,42,138,8,True
ROIsAzuaga,42,138,9,True
